source,source_id,title,description,annex_domain,actor_role,system_pattern,rights,harms,notes,llm_v2_annex_domain,llm_v2_system_pattern,llm_v2_rights,llm_v2_harms,llm_v2_confidence,llm_v2_rationale,hybrid_v2_annex_domain,hybrid_v2_system_pattern
ECtHR,10250/02,CASE OF ALİ TAŞ v. TURKEY,Case: CASE OF ALİ TAŞ v. TURKEY; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.85,"The case involves discrimination and social benefits, indicating issues with access to essential services. However, the specific AI system pattern is not detailed in the description provided.",essential_services,not_llm
ECtHR,10319/04,CASE OF ANDRIANOVA AND OTHERS  v. UKRAINE,Case: CASE OF ANDRIANOVA AND OTHERS  v. UKRAINE; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial (Article 6 - Enforcement proceedings;Article 6-1 - Access to court);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions);Violation of Article 13 - Right to an effective remedy (Article 13 - Effective remedy); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,unknown,unknown,non_discrimination;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.7,"The case involves discrimination and access to social benefits, indicating issues with social protection and administration. However, the specific AI system or technology involved is not detailed, making classification difficult.",essential_services,not_llm
ECtHR,10346/03;10893/04,CASE OF DICKMANN AND GION v. ROMANIA,Case: CASE OF DICKMANN AND GION v. ROMANIA; Articles: P1; Conclusion: Preliminary objection dismissed (Art. 35) Admissibility criteria;(Art. 35-1) Exhaustion of domestic remedies;Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Deprivation of property;Peaceful enjoyment of possessions);Pecuniary and non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Pecuniary damage;Just satisfaction); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,unknown,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.7,"The case involves issues of discrimination and access to social benefits, but lacks specific details about an AI system or its use. Without clear AI involvement, classification against the EU AI Act framework is not possible.",essential_services,not_llm
ECtHR,10368/05,CASE OF MIGALSKA v. POLAND,Case: CASE OF MIGALSKA v. POLAND; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.85,"The case involves discrimination and access to social benefits, aligning with essential services under Annex III(5a). The system pattern is unclear from the description, but the focus is on rights related to social protection and discrimination.",essential_services,not_llm
ECtHR,10441/06,CASE OF PICHKUR v. UKRAINE,Case: CASE OF PICHKUR v. UKRAINE; Articles: 14; Conclusion: Preliminary objection dismissed (Article 35-1 - Six month period);Remainder inadmissible;Violation of Article 14+P1-1 - Prohibition of discrimination (Article 14 - Discrimination) (Article 1 of Protocol No. 1 - Protection of property;Article 1 para. 1 of Protocol No. 1 - Possessions);Pecuniary and non-pecuniary damage - award; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.85,"The case involves discrimination in access to social benefits, which aligns with essential services under Annex III(5a). The system pattern is unclear from the description, as it does not specify the use of AI or automated systems.",essential_services,not_llm
ECtHR,1046/12,CASE OF ZAMMIT AND ATTARD CASSAR v. MALTA,Case: CASE OF ZAMMIT AND ATTARD CASSAR v. MALTA; Articles: P1; Conclusion: Remainder inadmissible;Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 2 of Protocol No. 1 - Control of the use of property);Pecuniary damage - award (Article 41 - Pecuniary damage;Just satisfaction); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,unknown,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.6,"The case involves discrimination and social benefits, suggesting issues with access to social protection and potential discrimination. However, there is insufficient information to classify the system type or specific annex domain under the AI Act.",essential_services,not_llm
ECtHR,10535/09,CASE OF INDERKINY v. RUSSIA,Case: CASE OF INDERKINY v. RUSSIA; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial (Article 6 - Enforcement proceedings;Article 6-1 - Access to court);Violation of Article 13+6 - Right to an effective remedy (Article 13 - Effective remedy) (Article 6 - Right to a fair trial;Enforcement proceedings;Article 6-1 - Access to court);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The case involves social benefits and discrimination, indicating issues with access to essential services. The violations of fair trial and effective remedy suggest procedural unfairness and exclusion from benefits.",essential_services,not_llm
ECtHR,10543/02,CASE OF VACARENCU v. MOLDOVA,Case: CASE OF VACARENCU v. MOLDOVA; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property;Violation of Article 6 - Right to a fair trial; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The case involves social benefits and discrimination, indicating issues with access to essential services and fair administration. However, the specific AI system pattern is not detailed in the provided information.",essential_services,not_llm
ECtHR,10557/03,CASE OF GIGLI COSTRUZIONI S.R.L. v. ITALY,Case: CASE OF GIGLI COSTRUZIONI S.R.L. v. ITALY; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial;Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,unknown,unknown,non_discrimination;good_administration,procedural_unfairness,0.6,"The case involves legal proceedings and rights violations but lacks specific details about an AI system or its application. The focus is on discrimination and fair trial rights, suggesting issues with administration and fairness.",essential_services,not_llm
ECtHR,10613/16,CASE OF SHARXHI AND OTHERS v. ALBANIA,Case: CASE OF SHARXHI AND OTHERS v. ALBANIA; Articles: P1; Conclusion: Preliminary objections joined to merits and dismissed (Art. 35) Admissibility criteria;(Art. 35-1) Exhaustion of domestic remedies;(Art. 35-1) Effective domestic remedy;Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;Violation of Article 13+6-1 - Right to an effective remedy (Article 13 - Effective remedy) (Article 6-1 - Access to court;Fair hearing;Article 6 - Administrative proceedings;Right to a fair trial);Violation of Article 6 - Right to a fair trial (Article 6 - Administrative proceedings;Article 6-1 - Access to court;Fair hearing);Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for home);Violation of Article 13+8 - Right to an effective remedy (Article 13 - Effective remedy) (Article 8-2 - Interference;In accordance with the law;Article 8-1 - Respect for home;Article 8 - Right to respect for private and family life);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions);Violation of Article 13+P1-1 - Right to an effective remedy (Article 13 - Effective remedy) (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions;Prescribed by law;Interference;Article 1 of Protocol No. 1 - Protection of property);Violation of Article 13+P1-1 - Right to an effective remedy (Article 13 - Effective remedy) (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions;Interference;Article 1 of Protocol No. 1 - Protection of property);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Deprivation of property;Peaceful enjoyment of possessions);Pecuniary and non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Pecuniary damage;Just satisfaction); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,unknown,unknown,good_administration;privacy_data_protection,procedural_unfairness;privacy_breach,0.6,"The case involves multiple human rights violations related to fair trial, privacy, and property rights, but lacks specific details about AI system involvement. Without clear AI context, classification against the EU AI Act framework is challenging.",essential_services,not_llm
ECtHR,1065/06,CASE OF ELLIS v. TURKEY,Case: CASE OF ELLIS v. TURKEY; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial (Article 6 - Enforcement proceedings;Article 6-1 - Access to court);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The case involves social benefits and discrimination, indicating issues with access to essential services. The violation of fair trial rights suggests procedural unfairness, but the specific AI system pattern is not detailed.",essential_services,not_llm
ECtHR,10652/02;12373/06;13553/06;21532/05;23003/06;23446/06;25473/06;28978/06;29693/06;29698/06;29699/06;29704/06;37211/05;6723/06,CASE OF COLLARILE AND OTHERS v. ITALY,Case: CASE OF COLLARILE AND OTHERS v. ITALY; Articles: P1; Conclusion: Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life);Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for correspondence);Violation of Article 13 - Right to an effective remedy (Article 13 - Effective remedy);Violation of Article 3 of Protocol No. 1 - Right to free elections-{general} (Article 3 of Protocol No. 1 - Stand for election;Vote);Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Reasonable time); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,privacy_data_protection;non_discrimination;good_administration;access_social_protection,unfair_exclusion;procedural_unfairness,0.85,"The case involves violations related to social benefits and discrimination, indicating issues with access to essential services. The specific AI system pattern is unclear from the description, but rights and harms suggest systemic issues in administration and privacy.",essential_services,not_llm
ECtHR,10699/05,CASE OF PAULIK v. SLOVAKIA,Case: CASE OF PAULIK v. SLOVAKIA; Articles: 14; Conclusion: Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life);Violation of Article 14+8 - Prohibition of discrimination (Article 14 - Discrimination) (Article 8 - Right to respect for private and family life;Article 8-1 - Respect for private life);Non-pecuniary damage - finding of violation sufficient (Article 41 - Non-pecuniary damage;Just satisfaction); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,unknown,unknown,non_discrimination;privacy_data_protection,other,0.6,"The case involves violations of privacy and discrimination rights, but lacks specific details about an AI system or its application. Without clear AI involvement, classification under the EU AI Act framework is not possible.",essential_services,not_llm
ECtHR,10721/02,CASE OF HARRISON v. THE UNITED KINGDOM,Case: CASE OF HARRISON v. THE UNITED KINGDOM; Articles: 14; Conclusion: Violation of Article 14+P1-1 - Prohibition of discrimination (Article 1 of Protocol No. 1 - Protection of property); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.85,"The case involves discrimination in the context of social benefits, indicating issues with access to essential services. The specific AI system pattern is not detailed, hence 'unknown' is used for system_pattern.",essential_services,not_llm
AIAAIC,AIAAIC0269,Austria AMS employment service job seeker predictions,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/austria-ams-job-seeker-algorithm | Austria AMS employment service job seeker predictions Govt - employment Assess employability Bias/discrimination - gender, disability, age, location Prediction algorithm",essential_services,deployer,profiling_scoring,non_discrimination,other,rule-based annotation,employment,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system assessed employability of job seekers, impacting employment opportunities, thus fitting Annex III(4). It used profiling to predict employability, with noted biases against protected groups.",employment,profiling_scoring
AIAAIC,AIAAIC1055,Netherlands visa applicant over-stay risk assessments,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/netherlands-visa-applicant-over-stay-risk-assessments | Netherlands visa applicant over-stay risk assessments Govt - immigration Assess visa applicant over-stay risk Accountability; Bias/discrimination; Privacy/surveillance; Transparency Risk assessment algorithm,essential_services,deployer,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system assessed visa applicants' risk of overstaying, impacting their eligibility for entry, thus falling under essential services. It involved profiling/scoring, with concerns about bias, privacy, and transparency.",essential_services,profiling_scoring
AIAAIC,AIAAIC0409,DGFiP tax fraud detection,DGFiP tax fraud detection Govt - tax Identify complex fraud Employment nan,essential_services,deployer,profiling_scoring,other,other,rule-based annotation,unknown,profiling_scoring,privacy_data_protection;good_administration,procedural_unfairness,0.85,"The system is used for tax fraud detection, which involves profiling and scoring individuals for potential fraud. However, the annex domain is unclear as it does not directly relate to employment or essential services as defined in Annex III.",essential_services,profiling_scoring
AIAAIC,AIAAIC1321,Deepfake CFO scams finance worker for USD 25 million,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/deepfake-cfo-scams-finance-worker-for-usd-25-million | Deepfake CFO scams finance worker for USD 25 million Banking/financial services Defraud Authenticity/integrity; Security; Transparency Deepfake,essential_services,deployer,unknown,good_administration,other,rule-based annotation,unknown,unknown,other,misinformation_error,0.6,"The incident involves a deepfake scam, which does not fit neatly into the Annex III domains or system patterns focused on decision-making or resource allocation. The primary harm is misinformation, as the deepfake misled the finance worker.",essential_services,unknown
AIAAIC,AIAAIC1927,"AI malware scam ""destroys"" Disney employee's life","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/ai-malware-scam-destroys-disney-employees-life | AI malware scam ""destroys"" Disney employee's life Media/entertainment/sports/arts Defraud Confidentiality; Privacy/surveillance; Security Machine learning",essential_services,deployer,surveillance_monitor,privacy_data_protection,other,rule-based annotation,unknown,unknown,privacy_data_protection,privacy_breach,0.6,"The incident involves AI malware affecting an individual's privacy and security, but lacks specific details on the AI system's function or domain. Without more information, it's challenging to classify under Annex III or determine the system pattern.",essential_services,surveillance_monitor
AIAAIC,AIAAIC1270,Singapore PM Lee Hsien Loong crypto promotion deepfake,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/singapore-pm-lee-hsien-loong-crypto-promotion-deepfake | Singapore PM Lee Hsien Loong crypto promotion deepfake Banking/financial services; Politics Defraud Authenticity/integrity; Mis/disinformation; Security Deepfake,essential_services,deployer,unknown,other,other,rule-based annotation,unknown,misinformation_error,other,misinformation_error,0.85,"The incident involves a deepfake video falsely promoting cryptocurrency, which does not fit neatly into Annex III domains. The primary concern is the misinformation error caused by the deepfake technology.",essential_services,misinformation_error
AIAAIC,AIAAIC1285,Deepfake Tom Hanks dental ad insurance promotion,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/deepfake-tom-hanks-dental-ad-promotion | Deepfake Tom Hanks dental ad insurance promotion Media/entertainment/sports/arts Promote insurance plan Authenticity/integrity; Transparency Deepfake,essential_services,deployer,unknown,good_administration,other,rule-based annotation,unknown,unknown,other,misinformation_error,0.6,"The incident involves a deepfake used for promotional purposes, which does not fit clearly into Annex III domains. The system pattern and rights are unclear due to lack of specific information on the AI system's decision-making role.",essential_services,unknown
AIAAIC,AIAAIC0579,HireVue recruitment facial analysis screening,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/hirevue-recruitment-facial-analysis-screening | HireVue recruitment facial analysis screening Business/professional services Improve recruitment efficiency & effectiveness Accuracy/reliability; Bias/discrimination - gender, disability; Privacy Facial analysis; Facial recognition; Behavioural analysis; NLP/text analysis",essential_services,deployer,surveillance_monitor,non_discrimination;privacy_data_protection,other,rule-based annotation,employment,llm_assisted_screening,non_discrimination;privacy_data_protection,unfair_exclusion;procedural_unfairness,0.9,"HireVue uses AI, including facial and behavioural analysis, to screen candidates, impacting recruitment decisions. The system raises concerns about bias and privacy, fitting the LLM-assisted screening pattern due to its use of advanced AI techniques.",employment,llm_assisted_screening
AIAAIC,AIAAIC2114,Facebook job ad algorithm ruled sexist by French regulator,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/facebook-job-ad-algorithm-ruled-sexist-by-french-regulator | Facebook job ad algorithm ruled sexist by French regulator Business/professional services Deliver job advertisements Accountability; Bias/discrimination; Human/civil rights; Transparency Machine learning; Prediction algorithm,employment,deployer,profiling_scoring,non_discrimination;good_administration,other,rule-based annotation,employment,profiling_scoring,non_discrimination;good_administration,unfair_exclusion,0.9,"The algorithm was used to deliver job advertisements, impacting recruitment and selection processes, thus fitting under employment. It involved profiling and scoring to target ads, leading to discriminatory practices.",employment,profiling_scoring
AIAAIC,AIAAIC024,Inaccurate test finds most English language test students 'cheated',https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-visa-foreign-language-test-cheating | Inaccurate test finds most English language test students 'cheated' Govt - immigration Detect cheating Accountability; Accuracy/reliability; Transparency Voice recognition,essential_services,deployer,surveillance_monitor,good_administration,misinformation_error,rule-based annotation,unknown,profiling_scoring,good_administration;non_discrimination,unfair_exclusion;misinformation_error,0.85,"The system inaccurately flagged students as cheaters, impacting their immigration status, which involves profiling/scoring. The incident highlights issues with transparency and accuracy, leading to unfair exclusion based on erroneous information.",essential_services,profiling_scoring
AIAAIC,AIAAIC1745,Starship robot knocks over Arizona State University employee,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/starship-robot-knocks-over-arizona-state-university-employee | Starship robot knocks over Arizona State University employee Education Deliver groceries Accountability; Safety Robotics,employment,deployer,unknown,good_administration,other,rule-based annotation,unknown,unknown,other,other,0.6,"The incident involves a physical interaction with a robot delivering groceries, which does not fit the Annex III domains focused on decision-making systems. The system pattern and rights/harms are unclear due to lack of detailed information on the AI component involved.",employment,unknown
AIAAIC,AIAAIC1720,TennCare automated system accused of illegally denying Medicaid,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/tenncare-automated-system-illegally-denies-people-medicaid | TennCare automated system accused of illegally denying Medicaid Govt - welfare Assess insurance coverage applications Accuracy/reliability; Human/civil rights; Transparency Anomaly Detection; Computer vision; Optical Character Recognition; Machine learning,essential_services,deployer,profiling_scoring,access_social_protection;good_administration,other,rule-based annotation,essential_services,profiling_scoring,access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The TennCare system evaluated Medicaid eligibility, impacting access to essential services. It used profiling/scoring to assess applications, leading to wrongful denials without transparency or proper appeal mechanisms.",essential_services,profiling_scoring
AIAAIC,AIAAIC042,Facebook illegally lets housing ads exclude ethnic minorities,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/facebook-lets-housing-ads-exclude-ethnic-minorities | Facebook illegally lets housing ads exclude ethnic minorities Govt - housing Manage advertising process Accountability; Bias/discrimination; Transparency Advertising management system,essential_services,deployer,unknown,non_discrimination;good_administration,unfair_exclusion,rule-based annotation,unknown,profiling_scoring,non_discrimination;good_administration,unfair_exclusion,0.85,"The system used profiling to target housing ads, resulting in discriminatory exclusion of ethnic minorities. While the domain is unclear, the incident clearly involves bias and lack of transparency in ad targeting.",essential_services,profiling_scoring
AIAAIC,AIAAIC1609,France welfare fraud detection algorithm accused of exacerbating inequality,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/cnaf-fraud-detection-algorithm-accused-of-exacerbating-inequality | France welfare fraud detection algorithm accused of exacerbating inequality Govt - welfare Detect fraud Accountability; Accuracy/reliability; Bias/discrimination; Transparency Risk assessment algorithm; Machine learning,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection;good_administration,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;good_administration;access_social_protection,unfair_exclusion;procedural_unfairness,0.9,"The system used a risk assessment algorithm to detect welfare fraud, impacting eligibility for public assistance. It involved profiling/scoring, with concerns about bias and transparency affecting social protection access.",essential_services,profiling_scoring
AIAAIC,AIAAIC1389,Legal challenge launched against 'discriminatory' sham marriage algorithm,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/legal-challenge-launched-against-discriminatory-sham-marriage-algorithm | Legal challenge launched against 'discriminatory' sham marriage algorithm Govt - immigration Detect sham marriages Accountability; Bias/discrimination; Transparency Machine learning,essential_services,deployer,not_llm,non_discrimination;good_administration,other,rule-based annotation,unknown,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The system used machine learning to profile and detect sham marriages, indicating profiling/scoring. The legal challenge highlights issues of discrimination and lack of transparency, affecting fairness and due process.",essential_services,profiling_scoring
AIAAIC,AIAAIC1446,Greece fined for AI-powered asylum centre monitoring system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/greece-fined-for-ai-powered-asylum-centre-monitoring-system | Greece fined for AI-powered asylum centre monitoring system Govt - immigration Monitor asylum centres Privacy/surveillance Computer vision; Drone; Machine learning; Motion analysis,essential_services,deployer,surveillance_monitor,privacy_data_protection,other,rule-based annotation,essential_services,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,0.9,"The system monitored asylum centres using surveillance technologies, impacting the administration of essential services like asylum processing. Privacy concerns arise from the use of computer vision and drones for monitoring individuals.",essential_services,surveillance_monitor
AIAAIC,AIAAIC1450,MEP files lawsuit to release iBorderCtrl lie detection system documents,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/mep-files-lawsuit-to-release-iborderctrl-lie-detection-system-documents | MEP files lawsuit to release iBorderCtrl lie detection system documents Govt - immigration Detect traveller lies Accountability; Accuracy/reliability; Bias/discrimination; Human/civil rights; Transparency Behavioural analysis; Emotion recognition; Facial recognition,essential_services,deployer,surveillance_monitor,non_discrimination;good_administration,other,rule-based annotation,unknown,surveillance_monitor,privacy_data_protection;good_administration,procedural_unfairness,0.85,"The iBorderCtrl system uses facial recognition and behavioural analysis for lie detection, indicating a surveillance/monitoring pattern. The lawsuit highlights issues with transparency and potential privacy violations, but the domain is unclear as it pertains to border control rather than a specific Annex III category.",essential_services,surveillance_monitor
AIAAIC,AIAAIC0253,Aadhaar glitches result in villagers' starvation,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/aadhaar-glitch-results-in-villagers-starvation | Aadhaar glitches result in villagers' starvation Govt - welfare Reduce welfare fraud Accuracy/reliability Fingerprint biometrics,essential_services,deployer,surveillance_monitor,access_social_protection,other,rule-based annotation,essential_services,not_llm,access_social_protection;privacy_data_protection,unfair_exclusion;procedural_unfairness,0.9,"The Aadhaar system's biometric verification errors led to denial of welfare benefits, impacting access to essential services. The system used traditional biometric verification, not LLMs, causing exclusion due to technical glitches.",essential_services,not_llm
AIAAIC,AIAAIC1510,Youth advocacy worker misidentified by Met Police facial recognition system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/youth-advocacy-worker-misidentified-by-met-police-facial-recognition-system | Youth advocacy worker misidentified by Met Police facial recognition system Govt - police Identify criminal suspects Accuracy/reliability; Human/civil rights Facial recognition,employment,deployer,surveillance_monitor,other,other,rule-based annotation,unknown,surveillance_monitor,privacy_data_protection;non_discrimination,unfair_exclusion;procedural_unfairness,0.9,"The incident involves facial recognition technology used for surveillance and identification, which misidentified an individual, raising privacy and discrimination concerns. The system pattern is surveillance_monitor due to its use in monitoring and identifying individuals.",employment,surveillance_monitor
AIAAIC,AIAAIC1551,Danish child protection algorithm criticised for age discrimination,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/danish-child-protection-algorithm-criticised-for-age-discrimination | Danish child protection algorithm criticised for age discrimination Govt - welfare Assess child abuse risk Accuracy/reliability; Bias/discrimination Prediction algorithm; Machine learning,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The algorithm assessed risk of child abuse, impacting child protection decisions, thus fitting essential services. It used profiling/scoring to predict risk, and was criticised for age discrimination, indicating bias and lack of fairness.",essential_services,profiling_scoring
AIAAIC,AIAAIC1578,Allegheny child neglect screening system unfairly flags Blacks for investigation,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/allegheny-child-neglect-screening-system-unfairly-flags-blacks | Allegheny child neglect screening system unfairly flags Blacks for investigation Govt - welfare Predict child neglect/abuse Accuracy/reliability; Bias/discrimination Prediction algorithm,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.95,"The system is used for child protection decisions, impacting essential services. It employs profiling/scoring to predict child neglect, with evidence of bias against Black individuals leading to unfair investigations.",essential_services,profiling_scoring
AIAAIC,AIAAIC1579,Allegheny child neglect screening tool may harden bias against people with disabilities,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/allegheny-child-neglect-screening-tool-may-harden-bias-against-the-disabled | Allegheny child neglect screening tool may harden bias against people with disabilities Govt - welfare Predict child neglect/abuse Accuracy/reliability; Bias/discrimination Prediction algorithm,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The tool is used in child protection decisions, affecting access to essential services. It employs profiling/scoring to predict neglect, with concerns about bias against disabled individuals indicating discrimination and procedural unfairness.",essential_services,profiling_scoring
AIAAIC,AIAAIC1175,Inaccurate auto translation denies Pashto-speaking refugee asylum,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/inaccurate-auto-translation-denies-pashto-speaking-refugee-asylum | Inaccurate auto translation denies Pashto-speaking refugee asylum Govt - immigration Translate text Accuracy/reliability; Bias/discrimination NLP/text analysis; Neural network; Deep learning; Machine learning; Reinforcement learning,essential_services,deployer,not_llm,non_discrimination,misinformation_error,rule-based annotation,essential_services,not_llm,non_discrimination;good_administration,unfair_exclusion;misinformation_error,0.9,"The translation system affected an asylum decision, impacting access to essential services. The system used traditional NLP and machine learning techniques, leading to misinformation and potential discrimination against the refugee.",essential_services,not_llm
AIAAIC,AIAAIC1183,Family-Match adoption algorithm fails to live up to promises,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/adoption-algorithm-fails-to-live-up-to-matchmaking-promises | Family-Match adoption algorithm fails to live up to promises Govt - welfare Predict adoption effectiveness Accuracy/reliability; Transparency Prediction algorithm; Machine learning,essential_services,deployer,profiling_scoring,access_social_protection;good_administration,other,rule-based annotation,essential_services,profiling_scoring,good_administration,misinformation_error;procedural_unfairness,0.85,"The Family-Match system is used in the context of welfare services to predict adoption matches, impacting child protection decisions. It uses a prediction algorithm, indicating profiling/scoring, and issues with accuracy and transparency suggest misinformation and procedural unfairness.",essential_services,profiling_scoring
