source,source_id,title,description,annex_domain,actor_role,system_pattern,rights,harms,notes,llm_v2_annex_domain,llm_v2_system_pattern,llm_v2_rights,llm_v2_harms,llm_v2_confidence,llm_v2_rationale,hybrid_v2_annex_domain,hybrid_v2_system_pattern,scenario_id,scenario_name
AIAAIC,AIAAIC1481,Thai auntie unable to buy food after Poor Card facial recognition failure,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/thai-auntie-unable-to-buy-food-after-poor-card-facial-recognition-failure Accuracy/reliability; Human/civil rights Benefits/entitlements loss Thai auntie unable to buy food after Poor Card facial recognition failure,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,essential_services,surveillance_monitor,access_social_protection;privacy_data_protection,unfair_exclusion;procedural_unfairness,0.9,"The facial recognition system used for verifying identity to access benefits failed, preventing access to essential services. This incident involves surveillance technology impacting social protection rights.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0415,Roermond 'Sensing Project' predictive policing pilot,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/roermond-sensing-project-predictive-policing Accuracy/reliability; Bias/discrimination; Privacy/surveillance Discrimination Roermond 'Sensing Project' predictive policing pilot,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach;unfair_exclusion,0.85,"The project involved predictive policing with surveillance components, raising privacy and discrimination concerns. However, the specific domain under Annex III is unclear as it does not directly fit essential services or employment.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0652,NYPD Domain Awareness System,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nypd-domain-awareness-system Privacy; Bias/discrimination - race, ethnicity; Dual/multi-use  NYPD Domain Awareness System",unknown,deployer,unknown,non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach;procedural_unfairness,0.85,"The NYPD Domain Awareness System is a surveillance tool that monitors individuals, raising privacy and discrimination concerns. The system's use of surveillance technology impacts privacy rights and may lead to biased outcomes based on race or ethnicity.",unknown,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0260,Knightscope security robot ignores woman reporting crime,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/knightscope-hp-robocop-ignores-woman-reporting-crime Accuracy/reliability; Anthropomorphism; Employment  Knightscope security robot ignores woman reporting crime,employment,deployer,unknown,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,good_administration,procedural_unfairness,0.85,"The Knightscope robot is primarily used for surveillance and monitoring, but it failed to respond to a crime report, indicating a lack of proper procedural handling. The incident does not clearly fit into employment or essential services domains.",employment,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0939,Iarpa Janus Benchmark-C (IJP-C) dataset,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/iarpa-janus-benchmark-c-ijp-c-dataset Privacy/surveillance; Dual/multi-use Privacy loss Iarpa Janus Benchmark-C (IJP-C) dataset,unknown,deployer,unknown,other,privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The Iarpa Janus Benchmark-C dataset is used for facial recognition and surveillance purposes, indicating a surveillance monitoring pattern. The primary concern is privacy loss due to the nature of the dataset, but the specific application domain is not clear from the description.",unknown,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0890,India Human Efficiency Tracking System sanitation worker surveillance,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/india-human-efficiency-tracking-sanitation-worker-surveillance Accuracy/reliability; Accountability; Bias/discrimination; Employment; Privacy Privacy loss India Human Efficiency Tracking System sanitation worker surveillance,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,employment,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach;procedural_unfairness,0.9,"The system monitored sanitation workers, impacting their employment conditions and privacy. It involved surveillance, raising concerns about privacy breaches and potential discrimination.",employment,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0136,"Amazon employees, investors protest US government Rekognition sales","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/amazon-employees-protest-us-govt-rekognition-sales Accuracy/reliability; Bias/discrimination; Human/civil rights; Privacy/surveillance Discrimination; Privacy loss Amazon employees, investors protest US government Rekognition sales",employment,deployer,unknown,non_discrimination;privacy_data_protection,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,non_discrimination;privacy_data_protection,privacy_breach;procedural_unfairness,0.85,"Rekognition is a facial recognition system used for surveillance, raising concerns about privacy and discrimination. The incident involves employee and investor protests, but lacks specific details on deployment affecting essential services or employment.",employment,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC1326,NYPD ends Knightscope K5 security robot trial,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nypd-ends-knightscope-k5-security-robot-trial Privacy/surveillance Privacy loss NYPD ends Knightscope K5 security robot trial,unknown,deployer,unknown,other,privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The Knightscope K5 security robot was used for surveillance, raising privacy concerns. The incident primarily involves privacy loss due to surveillance, but lacks specific details on its application within Annex III domains.",unknown,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC1051,Malta ditches 'Safe City' video surveillance programme,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/malta-safe-city-video-surveillance Alignment; Privacy/surveillance; Transparency  Malta ditches 'Safe City' video surveillance programme,unknown,deployer,unknown,good_administration,privacy_breach;procedural_unfairness,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,0.85,"The 'Safe City' programme involved video surveillance, which raises privacy and transparency concerns. However, the specific domain of application (e.g., employment, essential services) is not clear from the description.",unknown,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0556,NYPD 'digidog' hostage response draws complaints,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nypd-digidog Bias/discrimination; Dual use; Privacy/surveillance  NYPD 'digidog' hostage response draws complaints,unknown,deployer,unknown,non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach;procedural_unfairness,0.85,"The 'digidog' is used for surveillance and monitoring in law enforcement contexts, raising privacy and discrimination concerns. The incident involves potential bias and privacy issues, but does not clearly fit into Annex III domains.",unknown,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC2003,White House chief of staff targeted in AI-powered security breach,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/white-house-chief-of-staff-targeted-in-ai-powered-security-breach Confidentiality; Privacy/surveillance; Security Privacy loss White House chief of staff targeted in AI-powered security breach,employment,deployer,unknown,non_discrimination;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The incident involves an AI-powered security breach targeting an individual's privacy, indicating surveillance or monitoring. However, the specific domain of application under Annex III is unclear from the provided information.",employment,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC1923,Optifye roasted for shop floor AI surveillance,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/optifye-roasted-for-shop-floor-ai-surveillance Autonomy/agency; Employment; Privacy/surveillance; Transparency  Optifye roasted for shop floor AI surveillance,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,Auto annotation v0.4 rule-based,employment,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,0.9,"The AI system was used for workplace monitoring, which falls under Annex III(4) for employment-related AI systems. It involved surveillance of employees, raising privacy and transparency concerns.",employment,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC1927,"AI malware scam ""destroys"" Disney employee's life","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/ai-malware-scam-destroys-disney-employees-life | AI malware scam ""destroys"" Disney employee's life Media/entertainment/sports/arts Defraud Confidentiality; Privacy/surveillance; Security Machine learning",essential_services,deployer,surveillance_monitor,privacy_data_protection,other,Auto annotation v0.5 expansion,unknown,unknown,privacy_data_protection,privacy_breach,0.6,"The incident involves AI malware affecting an individual's privacy and security, but lacks specific details on the AI system's function or domain. Without more information, it's challenging to classify under Annex III or determine the system pattern.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0579,HireVue recruitment facial analysis screening,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/hirevue-recruitment-facial-analysis-screening | HireVue recruitment facial analysis screening Business/professional services Improve recruitment efficiency & effectiveness Accuracy/reliability; Bias/discrimination - gender, disability; Privacy Facial analysis; Facial recognition; Behavioural analysis; NLP/text analysis",essential_services,deployer,surveillance_monitor,non_discrimination;privacy_data_protection,other,Auto annotation v0.5 expansion,employment,llm_assisted_screening,non_discrimination;privacy_data_protection,unfair_exclusion;procedural_unfairness,0.9,"HireVue uses AI, including facial and behavioural analysis, to screen candidates, impacting recruitment decisions. The system raises concerns about bias and privacy, fitting the LLM-assisted screening pattern due to its use of advanced AI techniques.",employment,llm_assisted_screening,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC024,Inaccurate test finds most English language test students 'cheated',https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-visa-foreign-language-test-cheating | Inaccurate test finds most English language test students 'cheated' Govt - immigration Detect cheating Accountability; Accuracy/reliability; Transparency Voice recognition,essential_services,deployer,surveillance_monitor,good_administration,misinformation_error,Auto annotation v0.5 expansion,unknown,profiling_scoring,good_administration;non_discrimination,unfair_exclusion;misinformation_error,0.85,"The system inaccurately flagged students as cheaters, impacting their immigration status, which involves profiling/scoring. The incident highlights issues with transparency and accuracy, leading to unfair exclusion based on erroneous information.",essential_services,profiling_scoring,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC1446,Greece fined for AI-powered asylum centre monitoring system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/greece-fined-for-ai-powered-asylum-centre-monitoring-system | Greece fined for AI-powered asylum centre monitoring system Govt - immigration Monitor asylum centres Privacy/surveillance Computer vision; Drone; Machine learning; Motion analysis,essential_services,deployer,surveillance_monitor,privacy_data_protection,other,Auto annotation v0.5 expansion,essential_services,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,0.9,"The system monitored asylum centres using surveillance technologies, impacting the administration of essential services like asylum processing. Privacy concerns arise from the use of computer vision and drones for monitoring individuals.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC1450,MEP files lawsuit to release iBorderCtrl lie detection system documents,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/mep-files-lawsuit-to-release-iborderctrl-lie-detection-system-documents | MEP files lawsuit to release iBorderCtrl lie detection system documents Govt - immigration Detect traveller lies Accountability; Accuracy/reliability; Bias/discrimination; Human/civil rights; Transparency Behavioural analysis; Emotion recognition; Facial recognition,essential_services,deployer,surveillance_monitor,non_discrimination;good_administration,other,Auto annotation v0.5 expansion,unknown,surveillance_monitor,privacy_data_protection;good_administration,procedural_unfairness,0.85,"The iBorderCtrl system uses facial recognition and behavioural analysis for lie detection, indicating a surveillance/monitoring pattern. The lawsuit highlights issues with transparency and potential privacy violations, but the domain is unclear as it pertains to border control rather than a specific Annex III category.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0253,Aadhaar glitches result in villagers' starvation,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/aadhaar-glitch-results-in-villagers-starvation | Aadhaar glitches result in villagers' starvation Govt - welfare Reduce welfare fraud Accuracy/reliability Fingerprint biometrics,essential_services,deployer,surveillance_monitor,access_social_protection,other,Auto annotation v0.5 expansion,essential_services,not_llm,access_social_protection;privacy_data_protection,unfair_exclusion;procedural_unfairness,0.9,"The Aadhaar system's biometric verification errors led to denial of welfare benefits, impacting access to essential services. The system used traditional biometric verification, not LLMs, causing exclusion due to technical glitches.",essential_services,not_llm,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC1510,Youth advocacy worker misidentified by Met Police facial recognition system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/youth-advocacy-worker-misidentified-by-met-police-facial-recognition-system | Youth advocacy worker misidentified by Met Police facial recognition system Govt - police Identify criminal suspects Accuracy/reliability; Human/civil rights Facial recognition,employment,deployer,surveillance_monitor,other,other,Auto annotation v0.5 expansion,unknown,surveillance_monitor,privacy_data_protection;non_discrimination,unfair_exclusion;procedural_unfairness,0.9,"The incident involves facial recognition technology used for surveillance and identification, which misidentified an individual, raising privacy and discrimination concerns. The system pattern is surveillance_monitor due to its use in monitoring and identifying individuals.",employment,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0267,Atlantic Plaza Towers facial recognition plan blasted as privacy intrusion,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/atlantic-plaza-towers-facial-recognition | Atlantic Plaza Towers facial recognition plan blasted as privacy intrusion Govt - housing Verify tenant identity Privacy/surveillance Facial recognition,essential_services,deployer,surveillance_monitor,privacy_data_protection,other,Auto annotation v0.5 expansion,essential_services,surveillance_monitor,privacy_data_protection,privacy_breach,0.9,"The use of facial recognition for tenant identity verification in government housing constitutes surveillance, impacting privacy rights. The system's primary function is monitoring individuals, raising significant privacy concerns.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0264,UK passport check interprets lips as open mouth,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/passport-check-interprets-lips-as-open-mouth | UK passport check interprets lips as open mouth Govt - immigration Automate passport checks Bias/discrimination Facial detection,essential_services,deployer,not_llm,non_discrimination,other,Auto annotation v0.5 expansion,unknown,surveillance_monitor,non_discrimination;privacy_data_protection,misinformation_error;procedural_unfairness,0.85,"The system used facial detection for passport checks, which is a form of surveillance monitoring. The error in interpreting lips as an open mouth indicates bias and privacy concerns, leading to potential misinformation and unfair procedural outcomes.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC2074,US government sued over AI-powered social media surveillance of visa holders,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/us-government-sued-over-ai-powered-social-media-surveillance-of-visa-holder | US government sued over AI-powered social media surveillance of visa holders Govt - immigration Monitor political expression Accountability; Bias/discrimination; Human/civil rights; Privacy/surveillance; Transparency NLP/text analysis,essential_services,deployer,surveillance_monitor,non_discrimination;privacy_data_protection;good_administration,other,Auto annotation v0.5 expansion,unknown,surveillance_monitor,privacy_data_protection;non_discrimination;good_administration,privacy_breach;procedural_unfairness,0.85,"The system monitored social media activity of visa holders, raising privacy and discrimination concerns. It involved surveillance and lacked transparency, impacting human rights and due process.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0793,South Korea immigration shares travellers' facial data without consent,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/s-korea-immigration-facial-recognition-sharing | South Korea immigration shares travellers' facial data without consent Govt - immigration Identify travellers; Predict security breaches Privacy/surveillance; Transparency Facial recognition,essential_services,deployer,profiling_scoring,privacy_data_protection;good_administration,other,Auto annotation v0.5 expansion,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The incident involves unauthorized sharing of facial recognition data, indicating a surveillance monitoring system. However, the domain is unclear as it pertains to immigration and security, which do not fit neatly into Annex III categories.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0791,Wellington International Airport facial recognition trial is exposed,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/wellington-international-airport-facial-recognition | Wellington International Airport facial recognition trial is exposed Govt - immigration Assess security queues Privacy/surveillance; Transparency Facial recognition,essential_services,deployer,surveillance_monitor,privacy_data_protection;good_administration,other,Auto annotation v0.5 expansion,unknown,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach,0.85,"The system used facial recognition for monitoring security queues, indicating a surveillance pattern. Privacy concerns are evident due to the use of biometric data without clear transparency or consent.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0761,Chinese government facial recognition system hacked by tax fraudsters,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/china-taxation-department-id-system-hack | Chinese government facial recognition system hacked by tax fraudsters Govt - finance Verify identity Security Facial recognition; Deepfake,essential_services,deployer,surveillance_monitor,other,privacy_breach,Auto annotation v0.5 expansion,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The incident involves a facial recognition system used for identity verification, which falls under surveillance monitoring. The hacking incident led to a privacy breach, but the specific domain of application (e.g., employment, essential services) is unclear from the description.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
AIAAIC,AIAAIC0379,Deepfake romance scammer swindles California widow,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/deepfake-romance-scammer-swindles-california-widow | Deepfake romance scammer swindles California widow Banking/financial services; Govt - police Defraud Privacy/surveillance; Security Deepfake,essential_services,deployer,surveillance_monitor,privacy_data_protection,other,Auto annotation v0.5 expansion,unknown,unknown,privacy_data_protection,privacy_breach;misinformation_error,0.7,"The incident involves a deepfake scam, which does not clearly fit into the Annex III domains of employment or essential services. The use of deepfakes suggests privacy concerns and misinformation, but the specific AI system pattern is unclear from the description.",essential_services,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
USFED,I-765 - USCIS Facial Recognition through IDENT (1:1 Face Recognition/Validation),I-765 - USCIS Facial Recognition through IDENT (1:1 Face Recognition/Validation),,unknown,deployer,unknown,other,other,Auto annotation v0.5 USFED expansion,unknown,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"The system uses facial recognition for identity verification, which involves surveillance and potential privacy concerns. Without more context, it's unclear if this affects employment or essential services directly.",unknown,surveillance_monitor,C,Surveillance / Biometric Monitoring in Public Services
USFED,Policy Analyst Assistant,Policy Analyst Assistant,"The Student and Exchange Visitor Program (SEVP) uses AI to help policy analysts quickly find and summarize information about visa rules for students and schools. This saves time and helps analysts respond faster to questions.

This project is intended purpose is to enable SEVP Policy staff to provides responses to policy related inquiries and conduct policy research and analysis: It will be a tool embedded in workflow processes. The processes augmented by the AI includes responses for questions asked by SEVP internal staff and responses given to schools and students by SEVP personnel. For this process, the source of information for the responses will be from authoritative, pre-vetted documents. This reduces the workload on the Policy staff and allows them to focus on more complex policy and guidance issue. For these processes, the AI will assist with researching internal documents and information from regulations, applicable legislation, and other federal guidance. It will assist the policy analyst with summaries, citations, and initial drafts. The benefits includes faster, more consistent responses from Policy and the ability to handle additional work without adding staff. The outputs provides answers to frequently asked policy and guidance questions and summaries and drafts for more in-depth analysis of policy issues. All responses go to an SEVP staff member and are not the final work product.",essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,unknown,summary_assistant,good_administration,misinformation_error,0.85,"The system assists policy analysts by summarizing and drafting documents, fitting the summary_assistant pattern. While it improves efficiency, there is a risk of misinformation if the AI-generated summaries are incorrect, impacting good administration.",essential_services,summary_assistant,D,LLM Decision-Support for Case Workers
USFED,Conversation Training and Feedback Simulator,Conversation Training and Feedback Simulator,"TSA's Training and Development office is using an off-the-shelf, on-demand, employee learning/training platform which contains commercial training on many topics tailored to each user's interests and skill level to support their personalized training plans and goals. One available component of the platform uses a large language model (LLM) as part of an interactive, dialogue-style training functionality to communicate with and advise the learner to develop critical non-security sensitive soft skills such as customer service and communicating on difficult topics. Text responses to questions or answers to a question",employment,deployer,llm_decision_support,non_discrimination;privacy_data_protection,other,Auto annotation v0.4 rule-based,employment,llm_decision_support,good_administration,other,0.85,"The system is used for employee training and development, which falls under worker management functions in Annex III(4). It employs an LLM for interactive training, fitting the llm_decision_support pattern.",employment,llm_decision_support,D,LLM Decision-Support for Case Workers
USFED,TSA Contact Center Virtual Assistant,TSA Contact Center Virtual Assistant,"The three goals for TSAs virtual assistant are:  1) Improve Ease / Efficiency  deliver timely, accurate responses to customers within / outside of TCC operational hours; 2) Improve Effectiveness  collect new customer insights to help drive agency improvements; 3) Fiscal Responsibility  leverage automation to meet increasing demand without the need for additional resources. TSAs virtual assistant, as a Predictive AI tool, will not be able to create and provide original content to customers.  It will be limited to providing responses to customer inquiries based on the existing content in the TCCs knowledge library.  However, it will record transactional data related to these customer inquiries (e.g., customer inputs, assistant outputs, topic classifications, etc.).

TSAs virtual assistant will create transactional data regarding customer inquiries in a consistent manner to our existing email and phone channels.  TSA uses this transactional data to guide customer experience improvement efforts.  This data offers TSA insights into:  what is working well, where the pain points are, where to improve public information, and what services are most requested.",unknown,deployer,unknown,other,other,Auto annotation v0.4 rule-based,unknown,chatbot,privacy_data_protection,privacy_breach,0.85,"The system is a virtual assistant providing responses based on a predefined knowledge library, fitting the chatbot pattern. Privacy concerns arise from the collection and analysis of transactional data related to customer inquiries.",unknown,chatbot,D,LLM Decision-Support for Case Workers
USFED,FAQ for SMaRT,FAQ for SMaRT,"The purpose of the FAQ search tool is to find the correct Census Bureau-provided answers to common questions from the public about the 2025 Census Test. The 2025 Census Test is a proposed test as part of the Small-Scale Response Test (SmaRT) program in decennial. The purpose of this program is to perform experiments using different methods to improve self-response rates and data collection. The SmaRT program accomplishes this using iterative tests with relatively small sample sizes. Four installments of the SmaRT program were fielded before the 2020 Census. Three small-scale tests have occurred so far this decade with the fourth test planned for 2025. There is an online questionnaire for each of the tests, with a census.gov landing page to access the online questionnaire. In the first three tests this decade, there were approximately 15 FAQs on the landing page that the user could read. For the 2025 Census Test, we would like to offer over 50 FAQs to answer the publics questions via a search tool.
Current public-facing search tools at the Census Bureau use exact match only. Depending on what users type to search, the correct FAQ might not appear because users do not always use the same terminology as the Census Bureau. This FAQ search tool built with machine-learning models will use semantic similarity (i.e., synonyms or misspellings) to find the correct answers. The answers it provides back to the public are census-approved answers, and not generative AI answers. If the 2025 Census Test is approved, this search feature will be on the landing page for the survey. Implementing this search tool is considered a proof-of-concept for the use of such a search feature. If it is successful, the search tool could be used in the 2026 Census Test on its landing page, or the 2028 Dress Rehearsal. Ultimately, if it is successful, the public will benefit by finding answers to common questions more easily and more accurately. Description of what the AI system outputs, whether its a prediction, recommendation, decision, etc.
Utilizing transfer learning from Large Language Models (LLMs) we utilize them to encode our Census approved FAQs to then compare to a user query. This user query is then encoded as an embedding from the same LLM model and then we take a distance calculation using cosine similarity to rank our reference materials. We then showcase the top 3 results depending if a threshold is met of .25 cosine similarity or above. It is a semantic search tool that ranks reference material.",essential_services,deployer,llm_assisted_screening,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,unknown,not_llm,other,other,0.8,"The FAQ search tool uses machine learning for semantic search, but it does not involve decision-making in employment or essential services as per Annex III. It uses traditional ML for search optimization, not LLM or generative AI.",essential_services,not_llm,D,LLM Decision-Support for Case Workers
USFED,Enriched Citation,Enriched Citation,"Data dissemination system that identifies which references, or prior art, were cited in specific patent application office actions, including: bibliographic information of the reference, the claims that the prior art was cited against, and the relevant sections that the examiner relied upon. Use of AI to extract summarized information from unstructured text is providing operational cost savings.  System extracts information from unstructured office actions and provides the information through a structured public facing API.",unknown,deployer,unknown,other,other,Auto annotation v0.4 rule-based,unknown,summary_assistant,other,other,0.85,"The system uses AI to summarize and structure information from patent office actions, fitting the summary_assistant pattern. It does not directly impact employment or essential services, thus annex_domain is unknown.",unknown,summary_assistant,D,LLM Decision-Support for Case Workers
AIAAIC,AIAAIC1768,Inaccuracies reveal child protection worker used ChatGPT to draft court report,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/inaccuracies-reveal-child-protection-worker-used-chatgpt-to-draft-report Confidentiality; Privacy/surveillance Confidentiality loss; Privacy loss Inaccuracies reveal child protection worker used ChatGPT to draft court report,essential_services,deployer,llm_decision_support,access_social_protection;privacy_data_protection,privacy_breach;misinformation_error,Auto annotation v0.4 rule-based,essential_services,summary_assistant,privacy_data_protection;good_administration,misinformation_error;privacy_breach,0.9,"ChatGPT was used to draft a court report in a child protection case, impacting essential services. The use of generative AI for document drafting led to inaccuracies and potential privacy breaches.",essential_services,summary_assistant,D,LLM Decision-Support for Case Workers
AIAAIC,AIAAIC0268,PSZ Syriusz unemployment worker profiling,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/poland-psz-unemployment-scoring-algorithm Appropriateness/need; Bias/discrimination - age, gender, disability; Effectiveness/value; Fairness; Privacy/surveillance Discrimination; Privacy loss PSZ Syriusz unemployment worker profiling",essential_services,deployer,llm_assisted_screening,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;privacy_breach;procedural_unfairness,0.9,"The PSZ Syriusz system profiled unemployed workers, affecting their access to services and potentially leading to discrimination based on age, gender, and disability. It involved privacy concerns and lacked transparency, impacting fair administration.",essential_services,profiling_scoring,D,LLM Decision-Support for Case Workers
AIAAIC,AIAAIC0887,Oregon drops 'unfair' child abuse Safety at Screening tool,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/oregon-dhs-safety-at-screening-tool Accuracy/reliability; Bias/discrimination; Transparency  Oregon drops 'unfair' child abuse Safety at Screening tool,essential_services,deployer,llm_assisted_screening,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,classification_triage,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The tool was used to classify and triage child abuse cases, impacting decisions on child protection services. It was dropped due to issues with bias and lack of transparency, indicating procedural unfairness and discrimination concerns.",essential_services,classification_triage,D,LLM Decision-Support for Case Workers
AIAAIC,AIAAIC2049,Deloitte Australia fined for AI error-strewn government report,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/deloitte-australia-fined-for-ai-error-strewn-government-report Accuracy/reliability; Mis/disinformation; Transparency  Deloitte Australia fined for AI error-strewn government report,unknown,deployer,unknown,good_administration,misinformation_error;procedural_unfairness,Auto annotation v0.4 rule-based,unknown,summary_assistant,good_administration,misinformation_error,0.85,"The incident involves an AI system generating a government report, indicating a summary assistant pattern. The errors in the report highlight issues with transparency and accuracy, leading to misinformation.",unknown,summary_assistant,D,LLM Decision-Support for Case Workers
