source,source_id,title,description,annex_domain,actor_role,system_pattern,rights,harms,notes,llm_v2_annex_domain,llm_v2_system_pattern,llm_v2_rights,llm_v2_harms,llm_v2_confidence,llm_v2_rationale,hybrid_v2_annex_domain,hybrid_v2_system_pattern,root_cause,mitigation_reported,source_type
ECtHR,10122/04,CASE OF GURGACH v. RUSSIA,Case: CASE OF GURGACH v. RUSSIA; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial (Article 6 - Enforcement proceedings;Article 6-1 - Access to court);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.7,"Case involves social benefits and discrimination, suggesting government decisions affecting access to social protection under Annex III(5a). However, no clear indication of AI system involvement makes system pattern determination impossible from available information.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10143/07,CASE OF SOCIEDADE AGRICOLA DO AMEIXIAL; S.A v. PORTUGAL,Case: CASE OF SOCIEDADE AGRICOLA DO AMEIXIAL; S.A v. PORTUGAL; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,unknown,unknown,other,other,0.2,"This appears to be a European Court of Human Rights case about property rights and social benefits, but contains no information about AI systems or automated decision-making. Cannot classify against EU AI Act framework without evidence of AI involvement.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10230/05,CASE OF SERSESCU v. ROMANIA,Case: CASE OF SERSESCU v. ROMANIA; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial;Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.7,"Case involves social benefits and discrimination, suggesting government evaluation of benefit eligibility under Annex III(5a). However, insufficient technical details about the specific AI system or decision-making process to determine system pattern.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10245/02,CASE OF MOSOIU AND PASARIN v. ROMANIA,Case: CASE OF MOSOIU AND PASARIN v. ROMANIA; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.7,"Case involves discrimination in social benefits administration, suggesting government evaluation of benefit eligibility under Annex III(5a). However, insufficient technical details to determine the specific AI system pattern used.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10250/02,CASE OF ALİ TAŞ v. TURKEY,Case: CASE OF ALİ TAŞ v. TURKEY; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.6,"Case involves discrimination in social benefits which affects access to social protection under Annex III(5a). However, insufficient technical details about any AI system are provided to determine the system pattern.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10319/04,CASE OF ANDRIANOVA AND OTHERS  v. UKRAINE,Case: CASE OF ANDRIANOVA AND OTHERS  v. UKRAINE; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial (Article 6 - Enforcement proceedings;Article 6-1 - Access to court);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions);Violation of Article 13 - Right to an effective remedy (Article 13 - Effective remedy); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,access_social_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,0.7,"Case involves social benefits and discrimination, suggesting government decisions affecting access to social protection under Annex III(5a). However, no clear indication of AI system involvement makes system pattern classification impossible from available information.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10346/03;10893/04,CASE OF DICKMANN AND GION v. ROMANIA,Case: CASE OF DICKMANN AND GION v. ROMANIA; Articles: P1; Conclusion: Preliminary objection dismissed (Art. 35) Admissibility criteria;(Art. 35-1) Exhaustion of domestic remedies;Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Deprivation of property;Peaceful enjoyment of possessions);Pecuniary and non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Pecuniary damage;Just satisfaction); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,access_social_protection;non_discrimination,unfair_exclusion,0.6,"Case involves social benefits and discrimination, suggesting government decisions affecting access to social protection under Annex III(5a). However, no clear indication of AI system involvement makes system pattern classification impossible.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10368/05,CASE OF MIGALSKA v. POLAND,Case: CASE OF MIGALSKA v. POLAND; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,access_social_protection;non_discrimination,unfair_exclusion,0.7,"Case involves discrimination in social benefits affecting access to social protection under Annex III(5a). However, insufficient technical details about any AI system are provided to determine the specific system pattern.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10441/06,CASE OF PICHKUR v. UKRAINE,Case: CASE OF PICHKUR v. UKRAINE; Articles: 14; Conclusion: Preliminary objection dismissed (Article 35-1 - Six month period);Remainder inadmissible;Violation of Article 14+P1-1 - Prohibition of discrimination (Article 14 - Discrimination) (Article 1 of Protocol No. 1 - Protection of property;Article 1 para. 1 of Protocol No. 1 - Possessions);Pecuniary and non-pecuniary damage - award; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.7,"Case involves discrimination in social benefits administration, suggesting government decisions affecting access to social protection. However, no clear indication of AI system involvement - this appears to be a human discrimination case rather than algorithmic.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,1046/12,CASE OF ZAMMIT AND ATTARD CASSAR v. MALTA,Case: CASE OF ZAMMIT AND ATTARD CASSAR v. MALTA; Articles: P1; Conclusion: Remainder inadmissible;Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 2 of Protocol No. 1 - Control of the use of property);Pecuniary damage - award (Article 41 - Pecuniary damage;Just satisfaction); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,access_social_protection;non_discrimination,unfair_exclusion,0.6,"Case involves social benefits and discrimination, suggesting issues with access to social protection services. However, no clear indication of AI system involvement or technical implementation details are provided.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10535/09,CASE OF INDERKINY v. RUSSIA,Case: CASE OF INDERKINY v. RUSSIA; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial (Article 6 - Enforcement proceedings;Article 6-1 - Access to court);Violation of Article 13+6 - Right to an effective remedy (Article 13 - Effective remedy) (Article 6 - Right to a fair trial;Enforcement proceedings;Article 6-1 - Access to court);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.7,"Case involves social benefits and discrimination, suggesting government decisions affecting access to social protection under Annex III(5a). However, no clear indication of AI system involvement makes system pattern classification impossible from available information.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10543/02,CASE OF VACARENCU v. MOLDOVA,Case: CASE OF VACARENCU v. MOLDOVA; Articles: P1; Conclusion: Violation of Article 1 of Protocol No. 1 - Protection of property;Violation of Article 6 - Right to a fair trial; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.7,"Case involves social benefits and discrimination, suggesting government evaluation of benefit eligibility under Annex III(5a). However, insufficient technical details about the specific AI system or decision-making process to determine system pattern.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10557/03,CASE OF GIGLI COSTRUZIONI S.R.L. v. ITALY,Case: CASE OF GIGLI COSTRUZIONI S.R.L. v. ITALY; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial;Violation of Article 1 of Protocol No. 1 - Protection of property; Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,unknown,unknown,good_administration;non_discrimination,procedural_unfairness,0.3,"This appears to be a legal case involving discrimination and social benefits, but lacks sufficient detail about any AI system involvement. Cannot determine if an automated system was used or what type it might be.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10613/16,CASE OF SHARXHI AND OTHERS v. ALBANIA,Case: CASE OF SHARXHI AND OTHERS v. ALBANIA; Articles: P1; Conclusion: Preliminary objections joined to merits and dismissed (Art. 35) Admissibility criteria;(Art. 35-1) Exhaustion of domestic remedies;(Art. 35-1) Effective domestic remedy;Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;Violation of Article 13+6-1 - Right to an effective remedy (Article 13 - Effective remedy) (Article 6-1 - Access to court;Fair hearing;Article 6 - Administrative proceedings;Right to a fair trial);Violation of Article 6 - Right to a fair trial (Article 6 - Administrative proceedings;Article 6-1 - Access to court;Fair hearing);Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for home);Violation of Article 13+8 - Right to an effective remedy (Article 13 - Effective remedy) (Article 8-2 - Interference;In accordance with the law;Article 8-1 - Respect for home;Article 8 - Right to respect for private and family life);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions);Violation of Article 13+P1-1 - Right to an effective remedy (Article 13 - Effective remedy) (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions;Prescribed by law;Interference;Article 1 of Protocol No. 1 - Protection of property);Violation of Article 13+P1-1 - Right to an effective remedy (Article 13 - Effective remedy) (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions;Interference;Article 1 of Protocol No. 1 - Protection of property);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Deprivation of property;Peaceful enjoyment of possessions);Pecuniary and non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Pecuniary damage;Just satisfaction); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,unknown,unknown,other,other,0.1,This appears to be a European Court of Human Rights case summary about property rights and fair trial violations in Albania. No AI system or automated decision-making is mentioned in the description.,essential_services,not_llm,unknown,none_reported,court_case
ECtHR,1065/06,CASE OF ELLIS v. TURKEY,Case: CASE OF ELLIS v. TURKEY; Articles: P1; Conclusion: Violation of Article 6 - Right to a fair trial (Article 6 - Enforcement proceedings;Article 6-1 - Access to court);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.6,"Case involves social benefits and discrimination, suggesting government decisions affecting access to social protection under Annex III(5a). However, no technical details about AI systems are provided, making system pattern classification impossible.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10652/02;12373/06;13553/06;21532/05;23003/06;23446/06;25473/06;28978/06;29693/06;29698/06;29699/06;29704/06;37211/05;6723/06,CASE OF COLLARILE AND OTHERS v. ITALY,Case: CASE OF COLLARILE AND OTHERS v. ITALY; Articles: P1; Conclusion: Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life);Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for correspondence);Violation of Article 13 - Right to an effective remedy (Article 13 - Effective remedy);Violation of Article 3 of Protocol No. 1 - Right to free elections-{general} (Article 3 of Protocol No. 1 - Stand for election;Vote);Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Reasonable time); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,privacy_data_protection;non_discrimination;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.6,"Case involves social benefits and discrimination suggesting essential services domain, but lacks technical details about the AI system used. Multiple ECHR violations indicate systemic issues with privacy, fair treatment, and procedural rights.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10699/05,CASE OF PAULIK v. SLOVAKIA,Case: CASE OF PAULIK v. SLOVAKIA; Articles: 14; Conclusion: Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life);Violation of Article 14+8 - Prohibition of discrimination (Article 14 - Discrimination) (Article 8 - Right to respect for private and family life;Article 8-1 - Respect for private life);Non-pecuniary damage - finding of violation sufficient (Article 41 - Non-pecuniary damage;Just satisfaction); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection;privacy_data_protection,unfair_exclusion,0.6,"Case involves discrimination in social benefits affecting access to social protection, but lacks technical details about any AI system used. The system pattern cannot be determined from the available legal case summary.",essential_services,not_llm,unknown,none_reported,court_case
ECtHR,10721/02,CASE OF HARRISON v. THE UNITED KINGDOM,Case: CASE OF HARRISON v. THE UNITED KINGDOM; Articles: 14; Conclusion: Violation of Article 14+P1-1 - Prohibition of discrimination (Article 1 of Protocol No. 1 - Protection of property); Keywords: discrimination; social benefits,essential_services,deployer,not_llm,non_discrimination;access_social_protection,procedural_unfairness,ECtHR rights backbone,essential_services,unknown,non_discrimination;access_social_protection,unfair_exclusion,0.7,"Case involves discrimination in social benefits which affects access to social protection under Annex III(5a). However, insufficient technical details are provided to determine the specific AI system pattern involved.",essential_services,not_llm,unknown,none_reported,court_case
AIAAIC,AIAAIC0269,Austria AMS employment service job seeker predictions,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/austria-ams-job-seeker-algorithm | Austria AMS employment service job seeker predictions Govt - employment Assess employability Bias/discrimination - gender, disability, age, location Prediction algorithm",essential_services,deployer,profiling_scoring,non_discrimination,other,rule-based annotation,employment,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"AMS assessed job seekers' employability using predictive algorithms, constituting worker evaluation under Annex III(4). The system created risk scores/predictions about individuals' employment prospects with documented bias against protected groups.",employment,profiling_scoring,data_quality,none_reported,news_article
AIAAIC,AIAAIC1055,Netherlands visa applicant over-stay risk assessments,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/netherlands-visa-applicant-over-stay-risk-assessments | Netherlands visa applicant over-stay risk assessments Govt - immigration Assess visa applicant over-stay risk Accountability; Bias/discrimination; Privacy/surveillance; Transparency Risk assessment algorithm,essential_services,deployer,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"System assessed visa applicants' risk of overstaying, which affects access to government services and immigration benefits. The profiling/scoring pattern fits as it creates risk assessments about individuals for government decision-making.",essential_services,profiling_scoring,unknown,none_reported,news_article
AIAAIC,AIAAIC0409,DGFiP tax fraud detection,DGFiP tax fraud detection Govt - tax Identify complex fraud Employment nan,essential_services,deployer,profiling_scoring,other,other,rule-based annotation,essential_services,profiling_scoring,privacy_data_protection;good_administration,procedural_unfairness,0.8,"Government tax fraud detection system profiles taxpayers to identify fraudulent behavior, affecting access to fair tax administration. The system uses algorithmic scoring to assess fraud risk among citizens.",essential_services,profiling_scoring,unknown,none_reported,news_article
AIAAIC,AIAAIC1321,Deepfake CFO scams finance worker for USD 25 million,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/deepfake-cfo-scams-finance-worker-for-usd-25-million | Deepfake CFO scams finance worker for USD 25 million Banking/financial services Defraud Authenticity/integrity; Security; Transparency Deepfake,essential_services,deployer,unknown,good_administration,other,rule-based annotation,unknown,llm_decision_support,other,misinformation_error,0.8,"This is a criminal fraud case using deepfake technology to impersonate a CFO, not a high-risk AI system under Annex III. The generative AI created misleading content that deceived the finance worker into authorizing the transfer.",essential_services,llm_decision_support,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1927,"AI malware scam ""destroys"" Disney employee's life","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/ai-malware-scam-destroys-disney-employees-life | AI malware scam ""destroys"" Disney employee's life Media/entertainment/sports/arts Defraud Confidentiality; Privacy/surveillance; Security Machine learning",essential_services,deployer,surveillance_monitor,privacy_data_protection,other,rule-based annotation,unknown,unknown,privacy_data_protection,privacy_breach,0.3,"The description indicates AI malware was used in a scam targeting a Disney employee, but lacks sufficient detail about the specific AI system or decision-making process. Cannot determine if this falls under Annex III domains without more context about the nature of the scam.",essential_services,surveillance_monitor,unknown,none_reported,news_article
AIAAIC,AIAAIC1270,Singapore PM Lee Hsien Loong crypto promotion deepfake,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/singapore-pm-lee-hsien-loong-crypto-promotion-deepfake | Singapore PM Lee Hsien Loong crypto promotion deepfake Banking/financial services; Politics Defraud Authenticity/integrity; Mis/disinformation; Security Deepfake,essential_services,deployer,unknown,other,other,rule-based annotation,unknown,llm_decision_support,other,misinformation_error,0.7,This deepfake incident involves fraudulent crypto promotion but doesn't fall under employment or essential services domains. The generative AI created misleading content impersonating a political figure for financial fraud.,essential_services,llm_decision_support,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1285,Deepfake Tom Hanks dental ad insurance promotion,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/deepfake-tom-hanks-dental-ad-promotion | Deepfake Tom Hanks dental ad insurance promotion Media/entertainment/sports/arts Promote insurance plan Authenticity/integrity; Transparency Deepfake,essential_services,deployer,unknown,good_administration,other,rule-based annotation,unknown,llm_decision_support,other,misinformation_error,0.7,This deepfake incident involves media/entertainment promotion rather than employment or essential services covered by Annex III. The generative AI created misleading content using Tom Hanks' likeness without authorization.,essential_services,llm_decision_support,technology_failure,none_reported,news_article
AIAAIC,AIAAIC0579,HireVue recruitment facial analysis screening,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/hirevue-recruitment-facial-analysis-screening | HireVue recruitment facial analysis screening Business/professional services Improve recruitment efficiency & effectiveness Accuracy/reliability; Bias/discrimination - gender, disability; Privacy Facial analysis; Facial recognition; Behavioural analysis; NLP/text analysis",essential_services,deployer,surveillance_monitor,non_discrimination;privacy_data_protection,other,rule-based annotation,employment,llm_assisted_screening,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"HireVue uses AI for candidate screening and evaluation in recruitment, clearly falling under Annex III(4) employment decisions. The system combines facial analysis with NLP for automated candidate assessment, fitting the LLM-assisted screening pattern.",employment,llm_assisted_screening,context_of_use,none_reported,news_article
AIAAIC,AIAAIC2114,Facebook job ad algorithm ruled sexist by French regulator,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/facebook-job-ad-algorithm-ruled-sexist-by-french-regulator | Facebook job ad algorithm ruled sexist by French regulator Business/professional services Deliver job advertisements Accountability; Bias/discrimination; Human/civil rights; Transparency Machine learning; Prediction algorithm,employment,deployer,profiling_scoring,non_discrimination;good_administration,other,rule-based annotation,employment,not_llm,non_discrimination;good_administration,unfair_exclusion,0.9,"System delivered job advertisements in a discriminatory manner based on gender, affecting recruitment and employment opportunities under Annex III(4). Uses traditional machine learning/prediction algorithms rather than LLM technology.",employment,not_llm,technology_failure,none_reported,regulator_opinion
AIAAIC,AIAAIC024,Inaccurate test finds most English language test students 'cheated',https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-visa-foreign-language-test-cheating | Inaccurate test finds most English language test students 'cheated' Govt - immigration Detect cheating Accountability; Accuracy/reliability; Transparency Voice recognition,essential_services,deployer,surveillance_monitor,good_administration,misinformation_error,rule-based annotation,essential_services,profiling_scoring,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"Voice recognition system used by government to detect cheating in English language tests for visa eligibility, affecting access to immigration services. The system created risk profiles/scores to identify suspected cheating, leading to wrongful exclusions from immigration processes.",essential_services,profiling_scoring,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1745,Starship robot knocks over Arizona State University employee,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/starship-robot-knocks-over-arizona-state-university-employee | Starship robot knocks over Arizona State University employee Education Deliver groceries Accountability; Safety Robotics,employment,deployer,unknown,good_administration,other,rule-based annotation,unknown,not_llm,other,other,0.7,"This involves a delivery robot that physically knocked over an employee, which doesn't fit the EU AI Act Annex III categories focused on employment decisions or essential services evaluation. The incident is about physical safety rather than algorithmic decision-making affecting rights.",employment,not_llm,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1720,TennCare automated system accused of illegally denying Medicaid,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/tenncare-automated-system-illegally-denies-people-medicaid | TennCare automated system accused of illegally denying Medicaid Govt - welfare Assess insurance coverage applications Accuracy/reliability; Human/civil rights; Transparency Anomaly Detection; Computer vision; Optical Character Recognition; Machine learning,essential_services,deployer,profiling_scoring,access_social_protection;good_administration,other,rule-based annotation,essential_services,classification_triage,access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"System assessed Medicaid eligibility applications, directly affecting access to healthcare benefits under Annex III(5a). The classification/triage pattern fits best as it categorizes applications for approval/denial decisions.",essential_services,classification_triage,technology_failure,none_reported,news_article
AIAAIC,AIAAIC042,Facebook illegally lets housing ads exclude ethnic minorities,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/facebook-lets-housing-ads-exclude-ethnic-minorities | Facebook illegally lets housing ads exclude ethnic minorities Govt - housing Manage advertising process Accountability; Bias/discrimination; Transparency Advertising management system,essential_services,deployer,unknown,non_discrimination;good_administration,unfair_exclusion,rule-based annotation,unknown,not_llm,non_discrimination,unfair_exclusion,0.8,"This involves Facebook's advertising targeting system that enabled discriminatory housing ads, but doesn't clearly fall under employment or essential services domains. The system uses algorithmic targeting to manage ad delivery and audience selection.",essential_services,not_llm,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1609,France welfare fraud detection algorithm accused of exacerbating inequality,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/cnaf-fraud-detection-algorithm-accused-of-exacerbating-inequality | France welfare fraud detection algorithm accused of exacerbating inequality Govt - welfare Detect fraud Accountability; Accuracy/reliability; Bias/discrimination; Transparency Risk assessment algorithm; Machine learning,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection;good_administration,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"System uses risk assessment algorithms and machine learning to detect welfare fraud, directly affecting eligibility for public benefits. The profiling/scoring pattern fits as it creates risk assessments about benefit recipients to identify potential fraud.",essential_services,profiling_scoring,data_quality,none_reported,news_article
AIAAIC,AIAAIC1389,Legal challenge launched against 'discriminatory' sham marriage algorithm,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/legal-challenge-launched-against-discriminatory-sham-marriage-algorithm | Legal challenge launched against 'discriminatory' sham marriage algorithm Govt - immigration Detect sham marriages Accountability; Bias/discrimination; Transparency Machine learning,essential_services,deployer,not_llm,non_discrimination;good_administration,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"Government immigration system uses machine learning to assess marriage legitimacy, affecting access to public services and immigration status. The profiling/scoring pattern fits as it evaluates risk of sham marriages with documented bias issues.",essential_services,profiling_scoring,context_of_use,Legal challenge launched against the algorithm,news_article
AIAAIC,AIAAIC1446,Greece fined for AI-powered asylum centre monitoring system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/greece-fined-for-ai-powered-asylum-centre-monitoring-system | Greece fined for AI-powered asylum centre monitoring system Govt - immigration Monitor asylum centres Privacy/surveillance Computer vision; Drone; Machine learning; Motion analysis,essential_services,deployer,surveillance_monitor,privacy_data_protection,other,rule-based annotation,essential_services,surveillance_monitor,privacy_data_protection;non_discrimination,privacy_breach,0.9,System monitored asylum seekers in government facilities using AI-powered surveillance technology including computer vision and drones. This constitutes surveillance monitoring by public authorities affecting individuals seeking protection services.,essential_services,surveillance_monitor,unknown,Greece fined for the monitoring system,news_article
AIAAIC,AIAAIC1450,MEP files lawsuit to release iBorderCtrl lie detection system documents,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/mep-files-lawsuit-to-release-iborderctrl-lie-detection-system-documents | MEP files lawsuit to release iBorderCtrl lie detection system documents Govt - immigration Detect traveller lies Accountability; Accuracy/reliability; Bias/discrimination; Human/civil rights; Transparency Behavioural analysis; Emotion recognition; Facial recognition,essential_services,deployer,surveillance_monitor,non_discrimination;good_administration,other,rule-based annotation,unknown,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,procedural_unfairness,0.7,"The iBorderCtrl system uses behavioral/emotion analysis and facial recognition to assess travelers for deception, which constitutes profiling/scoring. However, border control doesn't clearly fit employment or essential services domains under Annex III.",essential_services,profiling_scoring,unknown,none_reported,news_article
AIAAIC,AIAAIC0253,Aadhaar glitches result in villagers' starvation,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/aadhaar-glitch-results-in-villagers-starvation | Aadhaar glitches result in villagers' starvation Govt - welfare Reduce welfare fraud Accuracy/reliability Fingerprint biometrics,essential_services,deployer,surveillance_monitor,access_social_protection,other,rule-based annotation,essential_services,not_llm,access_social_protection;privacy_data_protection,unfair_exclusion,0.9,"Aadhaar biometric system used by government to verify eligibility for welfare benefits, with glitches preventing access to food distribution. System uses fingerprint biometrics (traditional biometric matching, not LLM) for identity verification in welfare programs.",essential_services,not_llm,technology_failure,none_reported,news_article
